vehicle_id,vehicle_license_plate,vehicle_type,vehicle_fuel,vehicle_model,vehicle_chassis_year
3508,AD-44-GJ,standard,CNG,MAN NL313F CNG,2020
3509,AD-45-GJ,standard,CNG,MAN NL313F CNG,2020
3510,AD-47-GJ,standard,CNG,MAN NL313F CNG,2020
3511,AD-42-GJ,standard,CNG,MAN NL313F CNG,2020
3512,AD-46-GJ,standard,CNG,MAN NL313F CNG,2020
3513,AD-48-GJ,standard,CNG,MAN NL313F CNG,2020
3514,AD-68-SM,standard,CNG,MAN NL313F CNG,2020
3515,AD-70-SM,standard,CNG,MAN NL313F CNG,2020
3516,AD-74-SM,standard,CNG,MAN NL313F CNG,2020
3517,AD-67-SM,standard,CNG,MAN NL313F CNG,2020
3518,AD-72-SM,standard,CNG,MAN NL313F CNG,2020
3519,AD-76-SM,standard,CNG,MAN NL313F CNG,2020
3520,AE-01-GV,standard,CNG,MAN NL313F CNG,2020
3521,AE-00-GV,standard,CNG,MAN NL313F CNG,2020
3522,AE-97-GT,standard,CNG,MAN NL313F CNG,2020
3523,AE-95-GT,standard,CNG,MAN NL313F CNG,2020
3524,AE-94-GT,standard,CNG,MAN NL313F CNG,2020
3525,AE-99-GT,standard,CNG,MAN NL313F CNG,2020
3526,AE-98-GT,standard,CNG,MAN NL313F CNG,2020
3527,AE-96-GT,standard,CNG,MAN NL313F CNG,2020
3528,AE-99-VG,standard,CNG,MAN NL313F CNG,2021
3529,AE-96-VG,standard,CNG,MAN NL313F CNG,2021
3530,AE-07-VH,standard,CNG,MAN NL313F CNG,2021
3531,AE-04-VH,standard,CNG,MAN NL313F CNG,2021
3532,AE-03-VH,standard,CNG,MAN NL313F CNG,2021
3533,AE-05-VH,standard,CNG,MAN NL313F CNG,2021
3534,AE-08-VH,standard,CNG,MAN NL313F CNG,2021
3535,AE-97-VG,standard,CNG,MAN NL313F CNG,2021
3536,AE-98-VG,standard,CNG,MAN NL313F CNG,2021
3537,AE-95-VG,standard,CNG,MAN NL313F CNG,2021
3538,AF-33-HZ,standard,CNG,MAN NL313F CNG,2021
3539,AF-39-HZ,standard,CNG,MAN NL313F CNG,2021
3540,AF-32-HZ,standard,CNG,MAN NL313F CNG,2021
3541,AF-37-HZ,standard,CNG,MAN NL313F CNG,2021
3542,AF-34-HZ,standard,CNG,MAN NL313F CNG,2021
3543,AF-40-HZ,standard,CNG,MAN NL313F CNG,2021
3544,AF-13-IG,standard,CNG,MAN NL313F CNG,2021
3545,AF-12-IG,standard,CNG,MAN NL313F CNG,2021
3546,AF-36-HZ,standard,CNG,MAN NL313F CNG,2021
3547,AF-35-HZ,standard,CNG,MAN NL313F CNG,2021
3548,AF-50-SU,standard,CNG,MAN NL313F CNG,2021
3549,AF-54-SU,standard,CNG,MAN NL313F CNG,2021
3550,AF-47-SU,standard,CNG,MAN NL313F CNG,2021
3551,AF-46-SU,standard,CNG,MAN NL313F CNG,2021
3552,AF-52-SU,standard,CNG,MAN NL313F CNG,2021
3553,AF-55-SU,standard,CNG,MAN NL313F CNG,2021
3554,AF-51-SU,standard,CNG,MAN NL313F CNG,2021
3555,AF-48-SU,standard,CNG,MAN NL313F CNG,2021
3556,AF-49-SU,standard,CNG,MAN NL313F CNG,2021
3557,AF-53-SU,standard,CNG,MAN NL313F CNG,2021
3558,AG-38-EI,standard,CNG,MAN NL313F CNG,2021
3559,AG-34-EI,standard,CNG,MAN NL313F CNG,2021
3560,AG-35-EI,standard,CNG,MAN NL313F CNG,2021
3561,AG-44-EI,standard,CNG,MAN NL313F CNG,2021
3562,AG-29-EI,standard,CNG,MAN NL313F CNG,2021
